DIP:40409E	DIP:26467N			PIR:T16316	GI:17533883	DIP:25477N		SWP:O01427	PIR:T43221	GI:17505246
DIP:40410E	DIP:25926N		SWP:Q9GSQ0		GI:17509929	DIP:25477N		SWP:O01427	PIR:T43221	GI:17505246
DIP:40411E	DIP:26391N		SWP:Q10930		GI:17551828	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40412E	DIP:26100N		SWP:P91001	PIR:T29320	GI:17538322	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40413E	DIP:27492N		SWP:Q18018		GI:25150717	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40414E	DIP:26515N				GI:17554366	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40415E	DIP:27097N		SWP:Q9TZ16	PIR:T33690	GI:17539194	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40416E	DIP:25877N		SWP:Q18846		GI:32563675	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40417E	DIP:24944N		SWP:Q19300	PIR:T34206	GI:17533077	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40418E	DIP:27268N		SWP:Q93637	PIR:T21559	GI:17567381	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40419E	DIP:25524N			PIR:T43346	GI:17541658	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40420E	DIP:27400N		SWP:O16454		GI:34146988	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40421E	DIP:25054N			PIR:T22647	GI:17534353	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40422E	DIP:26904N		SWP:Q21021	PIR:T22974	GI:17553754	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40423E	DIP:26521N		SWP:O18158		GI:17554062	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40424E	DIP:25971N		SWP:Q21431		GI:14530612	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40425E	DIP:25298N		SWP:Q95QC2		GI:17554462	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40426E	DIP:24935N			PIR:S16710	GI:17563820	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40427E	DIP:24454N			PIR:T25873	GI:17508985	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40428E	DIP:25891N		SWP:Q22436	PIR:T24869	GI:17542360	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40429E	DIP:25384N				GI:32566959	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40430E	DIP:26557N				GI:17537175	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40431E	DIP:25552N		SWP:Q9GRZ1		GI:17566072	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40432E	DIP:25583N		SWP:Q9XW83	PIR:T27386	GI:17556516	DIP:26892N		SWP:Q17446	PIR:T29750	GI:17541722
DIP:40433E	DIP:26846N			PIR:T34031	GI:17508669	DIP:24509N		SWP:O16488	PIR:H89044	GI:17557302
DIP:40434E	DIP:27342N		SWP:Q21746	PIR:T16689	GI:17535447	DIP:24509N		SWP:O16488	PIR:H89044	GI:17557302
DIP:40435E	DIP:25463N		SWP:Q9NES7	PIR:T45059	GI:25151613	DIP:24509N		SWP:O16488	PIR:H89044	GI:17557302
DIP:40436E	DIP:24731N		SWP:Q8I4H0	PIR:T23750	GI:17535215	DIP:24532N		SWP:O16497	PIR:A89046	GI:17557282
DIP:40437E	DIP:26183N		SWP:Q18025	PIR:T15515	GI:17550462	DIP:26036N			PIR:T18684	GI:17549917
DIP:40438E	DIP:24841N			PIR:T21061	GI:17559824	DIP:26036N			PIR:T18684	GI:17549917
DIP:40439E	DIP:25166N		SWP:O18657	PIR:T37266	GI:32564364	DIP:26036N			PIR:T18684	GI:17549917
DIP:40440E	DIP:25058N			PIR:T15302	GI:17554350	DIP:25058N			PIR:T15302	GI:17554350
DIP:40441E	DIP:26472N		SWP:Q18241	PIR:T19508	GI:17538806	DIP:25058N			PIR:T15302	GI:17554350
DIP:40442E	DIP:26863N		SWP:Q21493	PIR:T43033	GI:25153647	DIP:25058N			PIR:T15302	GI:17554350
DIP:40443E	DIP:25098N		SWP:Q23664		GI:17537979	DIP:25058N			PIR:T15302	GI:17554350
DIP:40444E	DIP:24510N			PIR:T15309	GI:17531275	DIP:24510N			PIR:T15309	GI:17531275
DIP:40445E	DIP:25406N		SWP:Q10923	PIR:T15310	GI:17531281	DIP:25406N		SWP:Q10923	PIR:T15310	GI:17531281
DIP:40446E	DIP:26766N		SWP:O45521	PIR:T22203	GI:17560984	DIP:25406N		SWP:Q10923	PIR:T15310	GI:17531281
DIP:40447E	DIP:27086N		SWP:Q93934	PIR:T24040	GI:17541820	DIP:25050N				GI:32453034
DIP:40448E	DIP:25384N				GI:32566959	DIP:24528N			PIR:T15341	GI:17551730
DIP:40449E	DIP:25530N		SWP:Q22705	PIR:T25204	GI:17536425	DIP:27393N		SWP:Q9TXZ9		GI:17551854
DIP:40450E	DIP:25541N				GI:25151735	DIP:26217N			PIR:T18742	GI:17554768
DIP:40451E	DIP:27121N		SWP:O17898	PIR:T22817	GI:17562760	DIP:26647N		SWP:O01839		GI:25144165
DIP:40452E	DIP:24378N		SWP:O62190	PIR:T21587	GI:17506307	DIP:27083N			PIR:B89606	GI:17549990
DIP:40453E	DIP:25378N		SWP:Q93156	PIR:T18664	GI:17538208	DIP:26907N			PIR:F88556	GI:3873796
DIP:40454E	DIP:24528N			PIR:T15341	GI:17551730	DIP:26907N			PIR:F88556	GI:3873796
DIP:40455E	DIP:26907N			PIR:F88556	GI:3873796	DIP:25487N		SWP:O01686	PIR:T34029	GI:17505815
DIP:40456E	DIP:25037N		SWP:Q18688	PIR:T20019	GI:17559162	DIP:26907N			PIR:F88556	GI:3873796
DIP:40457E	DIP:25937N		SWP:O45410	PIR:T21433	GI:17533489	DIP:26907N			PIR:F88556	GI:3873796
DIP:40458E	DIP:26178N		SWP:P91306	PIR:T25767	GI:17507385	DIP:26907N			PIR:F88556	GI:3873796
DIP:40459E	DIP:26445N		SWP:O45603	PIR:T23028	GI:17540948	DIP:26907N			PIR:F88556	GI:3873796
DIP:40460E	DIP:25258N		SWP:Q22554	PIR:T34357	GI:17564374	DIP:26907N			PIR:F88556	GI:3873796
DIP:40461E	DIP:26697N		SWP:O18195	PIR:T27012	GI:17537245	DIP:26907N			PIR:F88556	GI:3873796
DIP:40462E	DIP:26447N			PIR:A48671	GI:17555358	DIP:27273N		SWP:Q9XVX8	PIR:H88555	GI:17551888
DIP:40463E	DIP:26100N		SWP:P91001	PIR:T29320	GI:17538322	DIP:25531N		SWP:Q17522	PIR:T29254	GI:17538290
DIP:40464E	DIP:24889N			PIR:T19171	GI:3874209	DIP:25531N		SWP:Q17522	PIR:T29254	GI:17538290
DIP:40465E	DIP:25870N		SWP:O45087	PIR:H88712	GI:17538674	DIP:25531N		SWP:Q17522	PIR:T29254	GI:17538290
DIP:40466E	DIP:24607N			PIR:T23984	GI:17535507	DIP:25531N		SWP:Q17522	PIR:T29254	GI:17538290
DIP:40467E	DIP:27460N		SWP:Q19535	PIR:T34217	GI:17533301	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40468E	DIP:26184N		SWP:P91283	PIR:T29526	GI:17506915	DIP:27373N		SWP:Q22886		GI:17557384
